t,angle
0.026203632354736328,0.0
0.051485300064086914,0.0
0.07633757591247559,0.0
0.10086679458618164,0.0
0.12844514846801758,0.0
0.15131664276123047,0.0
0.17602324485778809,0.0
0.2020421028137207,0.0
0.2275254726409912,0.0
0.25338077545166016,0.0
0.27741384506225586,0.0
0.30249571800231934,0.0
0.3268241882324219,0.0
0.35176968574523926,0.0
0.3771238327026367,0.0
0.4016568660736084,0.0
0.42728567123413086,0.0
0.452439546585083,0.0
0.47646141052246094,0.0
0.5019028186798096,0.0
0.5276501178741455,0.0
0.5550391674041748,0.0
0.5819141864776611,0.0
0.6089680194854736,0.0
0.6267495155334473,0.0
0.6526265144348145,0.0
0.6770188808441162,0.0
0.7035517692565918,0.0
0.7273035049438477,0.0
0.7520620822906494,0.0
0.7761685848236084,0.0
0.8015792369842529,0.0
0.826904296875,0.0
0.8521957397460938,0.0
0.8762774467468262,0.0
0.9012136459350586,0.0
0.9263317584991455,0.0
0.950897216796875,0.0
0.976318359375,0.0
1.001319408416748,0.0
1.0266048908233643,0.0
1.0514061450958252,0.0
1.0765318870544434,0.0
1.1016349792480469,0.0
1.1264796257019043,0.0
1.1524534225463867,0.0
1.1763660907745361,0.0
1.2013840675354004,0.0
1.227078914642334,0.0
1.2515711784362793,0.0
1.2765204906463623,0.0
1.3010835647583008,0.0
1.3263306617736816,0.0
1.3518741130828857,0.0
1.376765489578247,0.0
1.4014461040496826,0.0
1.4269731044769287,0.0
1.451338768005371,0.0
1.4818572998046875,0.0
1.5013842582702637,0.0
1.5265655517578125,0.0
1.5514867305755615,0.0
1.5760540962219238,0.0
1.6011641025543213,0.0
1.626554250717163,0.0
1.6525866985321045,0.0
1.677877426147461,0.0
1.701167106628418,0.0
1.7261812686920166,0.0
1.751150369644165,0.0
1.7764861583709717,0.0
1.8029050827026367,0.0
1.8279650211334229,0.0
1.8510558605194092,0.0
1.8770287036895752,0.0
1.9012010097503662,0.0
1.9280521869659424,0.0
1.9527406692504883,0.0
1.9765708446502686,0.0
2.0039238929748535,0.0
2.0274250507354736,0.0
2.052070379257202,0.0
2.0769996643066406,0.0
2.1012156009674072,0.0
2.1270272731781006,0.0
2.1532654762268066,0.0
2.179452419281006,0.0
2.2096118927001953,0.0
2.229128360748291,0.0
2.2528576850891113,0.0
2.2791638374328613,0.0
2.3038060665130615,0.0
2.329393148422241,0.0
2.35971736907959,0.0
2.3794078826904297,0.0
2.402501106262207,0.0
2.426537036895752,0.0
2.4506983757019043,0.0
2.4761462211608887,0.0
2.5017142295837402,0.0
2.5270869731903076,0.0
2.552295446395874,0.0
2.5766682624816895,0.0
2.6013388633728027,0.0
2.626847982406616,0.0
2.6520228385925293,0.0
2.6766202449798584,0.0
2.702354669570923,0.0
2.7270638942718506,0.0
2.7522943019866943,0.0
2.7769298553466797,0.0
2.8053200244903564,0.0
2.8274242877960205,0.0
2.8539352416992188,0.0
2.8769922256469727,0.0
2.9018499851226807,0.0
2.927138328552246,0.0
2.9521634578704834,0.0
2.9769134521484375,0.0
3.0017106533050537,0.0
3.027139902114868,0.0
3.051887273788452,0.0
3.0789570808410645,0.0
3.1048924922943115,0.0
3.127802610397339,0.0
3.1515769958496094,0.0
3.176482677459717,0.0
3.2012805938720703,0.0
3.226372241973877,0.0
3.2520627975463867,0.0
3.277042865753174,0.0
3.301609992980957,0.0
3.3263635635375977,0.0
3.3507986068725586,0.0
3.3791005611419678,0.0
3.4014382362365723,0.0
3.4261081218719482,0.0
3.451010227203369,0.0
3.475942611694336,0.0
3.5022947788238525,0.0
3.528773784637451,0.0
3.5534415245056152,0.0
3.5771701335906982,0.0
3.600973606109619,0.0
3.62648606300354,0.0
3.651721477508545,0.0
3.6763243675231934,0.0
3.7010841369628906,0.0
3.7263050079345703,0.0
3.7517073154449463,0.0
3.7765097618103027,0.0
3.8018112182617188,0.0
3.826524019241333,0.0
3.8516688346862793,0.0
3.876591444015503,0.0
3.9015352725982666,0.0
3.9278817176818848,0.0
3.95387864112854,0.0
3.9797403812408447,0.0
4.003664255142212,0.0
4.028168678283691,0.0
4.052922248840332,0.0
4.08596658706665,0.0
4.101295471191406,0.0
4.127224683761597,0.0
4.151465654373169,0.0
4.176350831985474,0.0
4.200960397720337,0.0
4.227264881134033,0.0
4.250856637954712,0.0
4.276447296142578,0.0
4.30164647102356,0.0
4.326080799102783,0.0
